datetime,P_0.02m,P_0.06m,P_0.10m,P_0.14m,P_0.18m,P_0.22m,P_0.26m
29/06/2024 04:00,19.98761294,20.21405363,20.42336082,20.65143927,20.83942388,20.95007353,20.99886961
29/06/2024 04:15,19.91683504,20.14183759,20.35120773,20.58559951,20.78293775,20.90289526,20.96036787
29/06/2024 04:30,19.83478663,20.06468152,20.27960587,20.52055892,20.72636007,20.85500746,20.92142744
29/06/2024 04:45,19.75881884,19.99653768,20.2174263,20.4630371,20.6740949,20.80960684,20.88332052
29/06/2024 05:00,19.68891451,19.92759847,20.15270615,20.40600737,20.62552618,20.76801711,20.84769506
29/06/2024 05:15,19.61156962,19.8548789,20.08568192,20.3479515,20.57664083,20.7270587,20.81342764
29/06/2024 05:30,19.53664896,19.78387975,20.02044106,20.29098471,20.52834677,20.68642645,20.77950353
29/06/2024 05:45,19.46898005,19.72108411,19.96199417,20.23765525,20.48161291,20.64683371,20.74569769
29/06/2024 06:00,19.38713381,19.64728116,19.90108681,20.18628081,20.43582701,20.60691672,20.71188802
29/06/2024 06:15,19.34182665,19.59923505,19.85021019,20.13625678,20.3910272,20.56768065,20.67810888
29/06/2024 06:30,19.28385088,19.53842878,19.79044724,20.08275946,20.34479688,20.52811079,20.64427442
29/06/2024 06:45,19.22807619,19.47977399,19.73305321,20.02961119,20.29754423,20.48726492,20.60968084
29/06/2024 07:00,19.18132708,19.42798185,19.6825428,19.98128089,20.25228666,20.44690352,20.57493658
29/06/2024 07:15,19.15600512,19.39486455,19.64073563,19.9356037,20.20869421,20.4074996,20.54048986
29/06/2024 07:30,19.12790224,19.3561244,19.59801865,19.89255294,20.16672109,20.36914282,20.5065257
29/06/2024 07:45,19.10334704,19.32439184,19.56197166,19.85330733,20.12661718,20.33119994,20.47259016
29/06/2024 08:00,19.10307238,19.30839681,19.53517914,19.81916388,20.08957647,20.29483824,20.43928404
29/06/2024 08:15,19.13061259,19.31543302,19.52203369,19.79123458,20.05519651,20.25988799,20.406676
29/06/2024 08:30,19.16972277,19.33290815,19.51955605,19.77145919,20.02600645,20.22765761,20.37534208
29/06/2024 08:45,19.23151896,19.36833906,19.52995872,19.76039656,20.00184606,20.19812422,20.34527845
29/06/2024 09:00,19.31183932,19.42139196,19.55365562,19.75831565,19.98314642,20.1719039,20.31703253
29/06/2024 09:15,19.41180727,19.48933362,19.58968925,19.76562842,19.97118925,20.14959174,20.29077787
29/06/2024 09:30,19.52320406,19.5710082,19.63837624,19.78265914,19.96587728,20.13155394,20.2672431
29/06/2024 09:45,19.64419482,19.66284131,19.69702911,19.80797919,19.96695112,20.11810141,20.24641104
29/06/2024 10:00,19.76561663,19.75891828,19.76251221,19.84111937,19.97431349,20.10903197,20.22862119
29/06/2024 10:15,19.89860079,19.86337041,19.83489799,19.88103064,19.98775648,20.1047061,20.21423788
29/06/2024 10:30,20.04139826,19.97451353,19.91309357,19.92662009,20.00706648,20.10538321,20.20320196
29/06/2024 10:45,20.18720934,20.092628,19.99894524,19.97889289,20.03187727,20.11046248,20.1957385
29/06/2024 11:00,20.34959528,20.22359991,20.09606552,20.04139098,20.06488775,20.12228232,20.19297857
29/06/2024 11:15,20.52573893,20.36929845,20.20677567,20.11556395,20.1083753,20.14220457,20.19618292
29/06/2024 11:30,20.6722481,20.50962781,20.32470322,20.20004042,20.16071104,20.16961699,20.20496053
29/06/2024 11:45,20.81612513,20.63782644,20.4372654,20.28778037,20.2190225,20.2025817,20.21851797
29/06/2024 12:00,21.01016352,20.78216886,20.54927826,20.37468299,20.28059553,20.24038916,20.23680372
29/06/2024 12:15,21.10276339,20.8924098,20.65292549,20.459663,20.34381841,20.28229933,20.25965566
29/06/2024 12:30,21.11001131,20.95352888,20.73643303,20.54019126,20.40683721,20.32565909,20.28505583
29/06/2024 12:45,21.07565424,20.96916151,20.78850555,20.60449561,20.46355413,20.36714774,20.31146497
29/06/2024 13:00,21.05448458,20.97296094,20.81863594,20.65130194,20.51086591,20.40535765,20.33722181
29/06/2024 13:15,21.05302546,20.98249006,20.8438282,20.68881949,20.55070471,20.43910056,20.36197729
29/06/2024 13:30,21.06735537,20.99630117,20.86638832,20.72010192,20.58511137,20.47018462,20.38611288
29/06/2024 13:45,21.10688898,21.02740049,20.89449883,20.74955519,20.61609052,20.49927168,20.40978117
29/06/2024 14:00,21.20981905,21.07049512,20.92908478,20.78168448,20.64754843,20.52765685,20.43317098
29/06/2024 14:15,21.36347124,21.12408208,20.96937752,20.81476172,20.67812513,20.55539351,20.45650167
29/06/2024 14:30,21.43605158,21.1805377,21.0163269,20.85422858,20.7121446,20.5845378,20.4801032
29/06/2024 14:45,21.51648066,21.25402784,21.08182526,20.90508612,20.75027632,20.61468535,20.50417204
29/06/2024 15:00,21.60449526,21.33898687,21.15914345,20.9678665,20.7967069,20.64824896,20.52971525
29/06/2024 15:15,21.69301913,21.41931486,21.22800446,21.02391967,20.84165167,20.68316489,20.55620451
29/06/2024 15:30,21.77899859,21.49303007,21.28943634,21.07749518,20.88774275,20.71983748,20.58413572
29/06/2024 15:45,21.88064501,21.56871938,21.34306145,21.12192115,20.92921613,20.75612288,20.61271543
29/06/2024 16:00,22.02324984,21.67722845,21.42289543,21.18027457,20.97472357,20.79353362,20.64213056
29/06/2024 16:15,22.18725703,21.80830717,21.52543068,21.25659522,21.03010343,20.83411055,20.67285795
29/06/2024 16:30,22.37602541,21.95376348,21.62921143,21.33212813,21.08751081,20.87768774,20.70535154
29/06/2024 16:45,22.70821497,22.20200872,21.79738045,21.44171103,21.15798544,20.92679434,20.74135656
29/06/2024 17:00,23.12539789,22.50323438,21.97659683,21.55312308,21.23688291,20.98393279,20.78329725
29/06/2024 17:15,23.48695109,22.80029821,22.18615723,21.6878601,21.32784246,21.04827528,20.83040685
29/06/2024 17:30,23.83299944,23.1041789,22.40904808,21.836454,21.42892431,21.11787444,20.87921209
29/06/2024 17:45,24.08986208,23.36452817,22.63101387,21.99826583,21.53976988,21.19287329,20.930762
29/06/2024 18:00,24.26400301,23.57119512,22.83329582,22.16251525,21.65828489,21.27371817,20.9853713
29/06/2024 18:15,24.40580294,23.74486494,23.01071358,22.31827124,21.77798055,21.35854369,21.04361791
29/06/2024 18:30,24.47267077,23.86467504,23.15639114,22.45791968,21.89298986,21.44453268,21.10402174
29/06/2024 18:45,24.52757189,23.95791387,23.27463531,22.58188208,22.00150083,21.52967863,21.16652746
29/06/2024 19:00,24.56966326,24.03283262,23.37306404,22.69030913,22.10240148,21.61331778,21.23024053
29/06/2024 19:15,24.57118532,24.08113241,23.45234871,22.78494605,22.19546102,21.69408255,21.29470129
29/06/2024 19:30,24.56182787,24.11671209,23.52129745,22.87025794,22.28129362,21.77093726,21.35780782
29/06/2024 19:45,24.52572558,24.12752866,23.56842422,22.93932875,22.35650419,21.84199553,21.41847105
29/06/2024 20:00,24.44821856,24.10444021,23.59317017,22.99477919,22.42331098,21.90846091,21.47777242
29/06/2024 20:15,24.36931154,24.07750081,23.6101284,23.04221495,22.48344969,21.97008543,21.53376837
29/06/2024 20:30,24.27568171,24.02586698,23.60361862,23.07141837,22.53136228,22.0237506,21.58547086
29/06/2024 20:45,24.16708109,23.96211957,23.58527184,23.09131964,22.57289861,22.07380705,21.63440389
29/06/2024 21:00,24.04874346,23.88755559,23.55477333,23.0985237,22.60325407,22.11572295,21.67848463
29/06/2024 21:15,23.9233391,23.8030734,23.51220322,23.09223326,22.62130712,22.14743452,21.71573133
29/06/2024 21:30,23.79537127,23.70920324,23.4575634,23.07342871,22.62785887,22.16985732,21.74670858
29/06/2024 21:45,23.65606615,23.60604429,23.39277267,23.04464492,22.62556242,22.1853755,21.77199621
29/06/2024 22:00,23.51455233,23.49476766,23.31845474,23.00772437,22.61723493,22.19566374,21.79352255
29/06/2024 22:15,23.36767313,23.37689161,23.23591232,22.96284827,22.60230039,22.20139723,21.81136389
29/06/2024 22:30,23.21088145,23.2511382,23.14640617,22.91139754,22.58163427,22.2024005,21.82516355
29/06/2024 22:45,23.05397722,23.12107992,23.04986,22.85211524,22.55422758,22.19779425,21.83532781
29/06/2024 23:00,22.90351984,22.99172353,22.95049477,22.78823241,22.52123808,22.18841582,21.84134168
29/06/2024 23:15,22.76671717,22.86823797,22.85004616,22.7200714,22.48411726,22.17524367,21.84411688
29/06/2024 23:30,22.63341067,22.74912786,22.75119591,22.65041884,22.44350408,22.15828925,21.84342832
29/06/2024 23:45,22.4985573,22.62774991,22.65085983,22.57751807,22.39864515,22.13698607,21.83905859
30/06/2024 00:00,22.35454104,22.49988317,22.54486275,22.50019416,22.34950804,22.11158018,21.83099241
30/06/2024 00:15,22.22164461,22.3775115,22.44023895,22.4217182,22.29800009,22.08294516,21.8197772
30/06/2024 00:30,22.07744715,22.24760961,22.33101654,22.33937033,22.24255728,22.05065184,21.80506391
30/06/2024 00:45,21.94601938,22.12178373,22.22099876,22.25419196,22.18333982,22.0143569,21.78668279
30/06/2024 01:00,21.82842371,22.00747823,22.11734009,22.16974601,22.12195944,21.97469168,21.76513738
30/06/2024 01:15,21.72496721,21.90292882,22.01945877,22.08764609,22.06032346,21.93297987,21.74061651
30/06/2024 01:30,21.62517664,21.80292272,21.92547417,22.0071865,21.99801229,21.88947134,21.71397085
30/06/2024 01:45,21.53602526,21.71304655,21.83803749,21.93033751,21.93791364,21.84661131,21.68643827
30/06/2024 02:00,21.45765803,21.63231229,21.75967979,21.86071357,21.88119291,21.80455428,21.65858145
30/06/2024 02:15,21.3763592,21.54978704,21.67947388,21.78851279,21.82288717,21.76148444,21.62953634
30/06/2024 02:30,21.29522249,21.47058439,21.60344696,21.71908339,21.7643144,21.71629362,21.59792394
30/06/2024 02:45,21.21860049,21.39338445,21.52776718,21.64992675,21.70569395,21.67023688,21.56498403
30/06/2024 03:00,21.13116572,21.31237935,21.45309067,21.58199843,21.64761137,21.62389403,21.53078718
30/06/2024 03:15,21.05045435,21.2310748,21.37454224,21.51211699,21.58931707,21.5774539,21.49608106
30/06/2024 03:30,20.96037218,21.14882421,21.2995739,21.44501647,21.53157209,21.53082686,21.46086759
30/06/2024 03:45,20.86500475,21.06018209,21.22018433,21.37630423,21.473747,21.48394423,21.42488355
30/06/2024 04:00,20.78267023,20.97972822,21.14403152,21.30842551,21.41593717,21.43682127,21.3884284
30/06/2024 04:15,20.72036669,20.91223669,21.07304955,21.24156913,21.35889601,21.39017897,21.35204572
30/06/2024 04:30,20.63085673,20.83110761,21.00226212,21.17981871,21.30541967,21.3458541,21.31677885
30/06/2024 04:45,20.55124781,20.7580657,20.9365654,21.12173041,21.2557218,21.3042491,21.28317899
30/06/2024 05:00,20.47103235,20.67828702,20.86166191,21.05808219,21.20437216,21.26303511,21.25030393
30/06/2024 05:15,20.38136217,20.60187101,20.79601288,21.000568,21.15446447,21.22195845,21.21748037
30/06/2024 05:30,20.29104159,20.51659536,20.72004509,20.93779525,21.10385679,21.18103819,21.18459959
30/06/2024 05:45,20.19686625,20.43038511,20.64429474,20.87430152,21.05216573,21.13964873,21.15139837
30/06/2024 06:00,20.10379717,20.34542989,20.5694828,20.81046447,20.99942373,21.09717207,21.11772413
30/06/2024 06:15,20.01437876,20.26015043,20.49284554,20.74628409,20.94638227,21.05422049,21.08362837
30/06/2024 06:30,19.93387911,20.18138265,20.41976547,20.68214186,20.89277052,21.01075583,21.04868574
30/06/2024 06:45,19.86427042,20.11303663,20.35418892,20.62148246,20.84013914,20.96687918,21.01352567
30/06/2024 07:00,19.81054232,20.05145978,20.29151344,20.56330641,20.78833746,20.92323714,20.97794599
30/06/2024 07:15,19.76711199,19.99749708,20.23152542,20.50518378,20.73710607,20.88001089,20.94214124
30/06/2024 07:30,19.72140238,19.94835615,20.18092537,20.45369681,20.68822836,20.83708029,20.90634603
30/06/2024 07:45,19.69676897,19.91235685,20.13738823,20.40701445,20.64239095,20.795605,20.87084074
30/06/2024 08:00,19.67209933,19.88347005,20.10282135,20.36625632,20.59970449,20.75543051,20.83575887
30/06/2024 08:15,19.67092058,19.87255048,20.08075333,20.333469,20.56118177,20.71715956,20.80143423
30/06/2024 08:30,19.67419932,19.86731672,20.06550026,20.30613478,20.52624677,20.68058806,20.7677123
30/06/2024 08:45,19.69247744,19.87071371,20.05408669,20.28190955,20.4942758,20.64615088,20.73504133
30/06/2024 09:00,19.72800181,19.88669347,20.05049324,20.26241835,20.46578764,20.61425238,20.70368452
30/06/2024 09:15,19.76558039,19.9067912,20.05296135,20.24872359,20.44119619,20.58509474,20.67400427
30/06/2024 09:30,19.81137392,19.93588018,20.06313133,20.2404972,20.42094587,20.55829459,20.64589185
30/06/2024 09:45,19.85972712,19.96928358,20.07889366,20.23776396,20.40426992,20.53454237,20.61977644
30/06/2024 10:00,19.91917536,20.00755071,20.09767914,20.23876342,20.39138006,20.51327353,20.59520216
30/06/2024 10:15,19.99863932,20.05669736,20.12240791,20.2434841,20.38159345,20.49462538,20.57276983
30/06/2024 10:30,20.09735224,20.12251806,20.15810966,20.25415763,20.37564825,20.47880011,20.55208273
30/06/2024 10:45,20.24017451,20.21868467,20.21236038,20.274942,20.37503599,20.46603041,20.53361006
30/06/2024 11:00,20.4043648,20.33671522,20.28430939,20.30752715,20.3816583,20.45755225,20.51757688
30/06/2024 11:15,20.59203646,20.47506475,20.37302589,20.35240897,20.39647459,20.4539321,20.50440473
30/06/2024 11:30,20.79961512,20.63126325,20.47696114,20.40910872,20.41944288,20.45597296,20.49486799
30/06/2024 11:45,21.02255938,20.80217695,20.59436035,20.47698554,20.45107435,20.46397429,20.48932523
30/06/2024 12:00,21.2530205,20.98793172,20.72942543,20.55984267,20.49316,20.47888594,20.48806066
30/06/2024 12:15,21.48336718,21.17906522,20.87251472,20.65211257,20.54465269,20.5011714,20.49186201
30/06/2024 12:30,21.74361346,21.38211584,21.02727509,20.75779113,20.60574125,20.53077155,20.50115843
30/06/2024 12:45,22.05866549,21.61401891,21.19286728,20.87116011,20.67748045,20.56953078,20.51681776
30/06/2024 13:00,22.26879999,21.83649015,21.3841114,21.00995597,20.76857542,20.62392264,20.54355688
30/06/2024 13:15,22.24210093,21.9390521,21.5369854,21.15295752,20.87563871,20.69403105,20.58298559
30/06/2024 13:30,22.11782763,21.93014478,21.61260223,21.26124152,20.97367452,20.76605635,20.62803526
30/06/2024 13:45,22.00899431,21.88669156,21.63965607,21.33443984,21.05427717,20.83249503,20.67395849
30/06/2024 14:00,21.93437884,21.84694242,21.64864159,21.38440665,21.11896681,20.89201003,20.71900434
30/06/2024 14:15,21.90140078,21.82717847,21.65612221,21.42188033,21.17191099,20.94525175,20.76295538
30/06/2024 14:30,21.89087412,21.82183217,21.66487312,21.45071181,21.21544622,20.99232893,20.80465574
30/06/2024 14:45,21.89518664,21.82520055,21.67517471,21.47500571,21.25247549,21.03412466,20.84398145
30/06/2024 15:00,21.90935633,21.83745145,21.68980217,21.4975334,21.28448461,21.07123785,20.88030309
30/06/2024 15:15,21.93347094,21.85774755,21.70993805,21.52149161,21.31426786,21.10468321,20.91393537
30/06/2024 15:30,21.96990893,21.88444662,21.73196411,21.54484137,21.34223341,21.13565665,20.94512052
30/06/2024 15:45,22.02356455,21.92577695,21.76358795,21.57221755,21.36996435,21.16459303,20.97407598
30/06/2024 16:00,22.08913347,21.97333097,21.79661369,21.59892806,21.39678358,21.19236594,21.00131483
30/06/2024 16:15,22.14614031,22.02055311,21.83322906,21.62859305,21.42412733,21.21907645,21.02726812
30/06/2024 16:30,22.19738886,22.06294012,21.86744499,21.65747985,21.45127653,21.24480849,21.05163831
30/06/2024 16:45,22.25526545,22.10729551,21.90365791,21.68792495,21.47823309,21.26978712,21.07504339
30/06/2024 17:00,22.33663676,22.16246366,21.94407082,21.72068747,21.50637029,21.29491644,21.09756536
30/06/2024 17:15,22.43038485,22.23050451,21.99389076,21.7584072,21.53656172,21.32039481,21.11987753
30/06/2024 17:30,22.52884218,22.31170606,22.05687332,21.80327376,21.57023596,21.34739142,21.14249296
30/06/2024 17:45,22.64401934,22.4033122,22.12524796,21.85292586,21.60700392,21.37583952,21.16561765
30/06/2024 18:00,22.79699824,22.50946569,22.19841576,21.90562209,21.64648412,21.40692358,21.19045324
30/06/2024 18:15,22.93879435,22.62589979,22.28349686,21.96467551,21.69065832,21.44161826,21.21848554
30/06/2024 18:30,23.03843806,22.72459745,22.36717796,22.02804908,21.73860716,21.47881728,21.24774236
30/06/2024 18:45,23.09684679,22.79773282,22.44236565,22.09157904,21.78781484,21.51631766,21.2770278
30/06/2024 19:00,23.13447306,22.85583829,22.50626755,22.14959677,21.8356378,21.55362921,21.30610342
30/06/2024 19:15,23.14312861,22.88973379,22.55583572,22.2019554,21.88133787,21.5903018,21.33481664
30/06/2024 19:30,23.11973116,22.90033483,22.5870533,22.24263915,21.92184423,21.62533789,21.36316366
30/06/2024 19:45,23.0698826,22.88859891,22.60445213,22.27503928,21.95732664,21.6577075,21.39043302
30/06/2024 20:00,23.02417872,22.8724761,22.61190796,22.29888304,21.98719953,21.68726569,21.41620703
30/06/2024 20:15,22.97078821,22.84650182,22.61073875,22.31539687,22.0116918,21.71303778,21.44016142
30/06/2024 20:30,22.91912005,22.81483602,22.60155296,22.32444152,22.03009771,21.73509627,21.46210928
30/06/2024 20:45,22.88301203,22.78848028,22.59025383,22.32882842,22.04475378,21.75477248,21.48261328
30/06/2024 21:00,22.83985636,22.76240682,22.57792091,22.33009871,22.05655645,21.77195578,21.50169248
30/06/2024 21:15,22.77794955,22.7224555,22.55773735,22.3258129,22.06340002,21.78565627,21.51832647
30/06/2024 21:30,22.70206568,22.67182874,22.52962875,22.31637534,22.06641935,21.79641753,21.53282041
30/06/2024 21:45,22.61239168,22.60800695,22.49111366,22.29978522,22.06485342,21.80356818,21.54455633
30/06/2024 22:00,22.52065966,22.53867483,22.4456749,22.27694281,22.05813192,21.80730849,21.55357046
30/06/2024 22:15,22.41705248,22.45880842,22.391222,22.2468067,22.04616903,21.80690031,21.56010122
30/06/2024 22:30,22.30048105,22.36890363,22.32873917,22.20983847,22.02858518,21.80244284,21.56338568
30/06/2024 22:45,22.1614773,22.26354932,22.25621986,22.16595992,22.00575804,21.79400664,21.56397123
30/06/2024 23:00,22.02618143,22.15615224,22.17637062,22.11468276,21.97715353,21.78116827,21.56145162
30/06/2024 23:15,21.87848589,22.03707456,22.08758354,22.0560604,21.9423139,21.76392393,21.55543585
30/06/2024 23:30,21.69866678,21.89610624,21.98667526,21.99001464,21.90213369,21.74214011,21.54633779
30/06/2024 23:45,21.54753229,21.76073026,21.87525177,21.91189727,21.85391401,21.71547537,21.53361006
01/07/2024 00:00,21.38002321,21.61662816,21.75987053,21.82898864,21.79990362,21.6834529,21.51704473
01/07/2024 00:15,21.2381756,21.48225164,21.64414024,21.742107,21.7410848,21.64706259,21.49691267
01/07/2024 00:30,21.11127589,21.36070203,21.53415871,21.65409621,21.67834066,21.60646849,21.4730174
01/07/2024 00:45,20.97968409,21.23799467,21.4255352,21.56661566,21.61366438,21.56257277,21.44593878
01/07/2024 01:00,20.83942911,21.11222028,21.3172493,21.47900351,21.54725431,21.51599913,21.41595335
01/07/2024 01:15,20.7244694,20.99697256,21.2093544,21.38845595,21.47844671,21.46674757,21.38329382
01/07/2024 01:30,20.60508845,20.88225507,21.10515404,21.30041274,21.40929769,21.41589766,21.34849424
01/07/2024 01:45,20.49803469,20.77624654,21.00605202,21.21482238,21.33986448,21.36355048,21.31178541
01/07/2024 02:00,20.38586733,20.66128683,20.89624023,21.12167319,21.26766561,21.30963545,21.2732398
01/07/2024 02:15,20.27051661,20.55060338,20.79333115,21.03260764,21.19503568,21.25408011,21.23294706
01/07/2024 02:30,20.15238306,20.44148397,20.69458771,20.94607695,21.12292646,21.19748526,21.19131918
01/07/2024 02:45,20.04589197,20.33246755,20.59071541,20.85589942,21.0497701,21.14007407,21.14807768
01/07/2024 03:00,19.92994234,20.22448682,20.49240875,20.76826438,20.97555898,21.08134871,21.10367841
01/07/2024 03:15,19.81245157,20.11222791,20.38801384,20.67724951,20.9005792,21.02160674,21.05803747
01/07/2024 03:30,19.70912287,20.01174497,20.29299355,20.59142646,20.82659696,20.96131735,21.01143141
01/07/2024 03:45,19.58108828,19.90023946,20.19629097,20.50662192,20.75334333,20.90093069,20.96386976
01/07/2024 04:00,19.47262118,19.79003858,20.09191132,20.41659316,20.6789205,20.84020262,20.91564817
01/07/2024 04:15,19.35672686,19.68329572,19.99342537,20.32734641,20.60260557,20.77832251,20.86676283
01/07/2024 04:30,19.25134585,19.58036947,19.89573479,20.23931464,20.5272386,20.71639471,20.81747885
01/07/2024 04:45,19.15866015,19.48316907,19.80177498,20.15368041,20.45219587,20.65353613,20.76730985
01/07/2024 05:00,19.06929705,19.39559125,19.71634293,20.0714775,20.3783338,20.59108954,20.71642942
01/07/2024 05:15,19.00434992,19.32123708,19.637537,19.99506339,20.30804228,20.52984457,20.66563864
01/07/2024 05:30,18.93415758,19.2472434,19.56149864,19.92035254,20.23908209,20.46934348,20.61501188
01/07/2024 05:45,18.84552309,19.16546964,19.48649406,19.84892615,20.17160963,20.40958052,20.56449194
01/07/2024 06:00,18.7946522,19.10268545,19.41471481,19.77707823,20.10537122,20.35020476,20.51393575
01/07/2024 06:15,18.72228739,19.02589178,19.33871078,19.70468672,20.03861212,20.29132491,20.4635417
01/07/2024 06:30,18.65420458,18.96180868,19.27481651,19.63964423,19.97564863,20.23383932,20.41354437
01/07/2024 06:45,18.60273478,18.9028201,19.21085739,19.57484397,19.91365789,20.17714911,20.36412878
01/07/2024 07:00,18.55873224,18.84965848,19.15163231,19.51345977,19.85394834,20.12223654,20.31559629
01/07/2024 07:15,18.53292773,18.80664777,19.09796143,19.45445784,19.79530119,20.06763487,20.26725836
01/07/2024 07:30,18.52435419,18.78077459,19.05989838,19.40626105,19.74227117,20.01581221,20.2203166
01/07/2024 07:45,18.51921007,18.76542997,19.03082085,19.36491355,19.69461797,19.96725493,20.17504377
01/07/2024 08:00,18.52147219,18.75656461,19.00948524,19.33012351,19.65178846,19.9221881,20.13184995
01/07/2024 08:15,18.55818484,18.76610135,18.99785995,19.30275496,19.61416982,19.88041144,20.09073133
01/07/2024 08:30,18.61168787,18.78979635,18.99612617,19.28097304,19.58080076,19.84210616,20.05185194
01/07/2024 08:45,18.6833832,18.82609701,19.00653458,19.26920851,19.55437826,19.80852538,20.01612158
01/07/2024 09:00,18.74166224,18.86522626,19.02469444,19.2649742,19.53404783,19.77929144,19.98332662
01/07/2024 09:15,18.78587458,18.90266561,19.04647255,19.26676329,19.51946424,19.75438528,19.95342893
01/07/2024 09:30,18.82827303,18.93617391,19.06742477,19.27130278,19.50872396,19.73306113,19.92628164
01/07/2024 09:45,18.87177584,18.96911954,19.08859825,19.27816161,19.50132345,19.71484023,19.90179701
01/07/2024 10:00,18.91876719,19.00595426,19.1130867,19.28792914,19.49742674,19.70034056,19.87999983
01/07/2024 10:15,18.97100947,19.04538488,19.13905907,19.30001219,19.49655889,19.68891364,19.86131162
01/07/2024 10:30,19.02662012,19.0881648,19.16802216,19.31478652,19.49840711,19.68046408,19.84515257
01/07/2024 10:45,19.07833025,19.13116216,19.19891167,19.33105811,19.50194525,19.67383032,19.83107633
01/07/2024 11:00,19.13120196,19.17564344,19.23122978,19.34946212,19.5075929,19.66907912,19.81885977
01/07/2024 11:15,19.19575236,19.22455167,19.26580238,19.36995848,19.51509641,19.66613036,19.80841512
01/07/2024 11:30,19.28827402,19.28491544,19.30456543,19.39233741,19.52435468,19.6648963,19.79936857
01/07/2024 11:45,19.37590143,19.35246992,19.35046768,19.41864356,19.53582739,19.66533308,19.79214735
01/07/2024 12:00,19.43293116,19.41348791,19.39876366,19.44833525,19.54997228,19.66787367,19.78639669
01/07/2024 12:15,19.46465418,19.45453405,19.43996239,19.47804602,19.56567167,19.67191534,19.78218527
01/07/2024 12:30,19.49243853,19.48533582,19.47242165,19.50544699,19.58219694,19.67797118,19.77937383
01/07/2024 12:45,19.53017351,19.51820516,19.50243759,19.53017768,19.59845518,19.68496542,19.77834387
01/07/2024 13:00,19.59096071,19.56301641,19.53603935,19.55566367,19.61526464,19.69314795,19.77857656
01/07/2024 13:15,19.70235941,19.63105535,19.5791111,19.58486899,19.63425421,19.70300894,19.78064222
01/07/2024 13:30,19.8683922,19.73417043,19.64038849,19.62157782,19.65674566,19.71515875,19.78452177
01/07/2024 13:45,20.0374119,19.86305189,19.7254467,19.6725746,19.6869161,19.73185187,19.7910201
01/07/2024 14:00,20.18300555,19.98509931,19.81949997,19.73570784,19.7259004,19.75369101,19.80083723
01/07/2024 14:15,20.28426287,20.08641767,19.90929794,19.80336913,19.77021383,19.77966338,19.81353254
01/07/2024 14:30,20.30771563,20.15888738,19.99121284,19.8714691,19.81777929,19.80893927,19.82877035
01/07/2024 14:45,20.27328036,20.17931508,20.04338837,19.92834815,19.86245512,19.83872443,19.84536619
01/07/2024 15:00,20.22744868,20.17229032,20.06877327,19.96936187,19.90085958,19.86668234,19.86215086
01/07/2024 15:15,20.1956341,20.16076612,20.07954788,19.99660643,19.93160032,19.89184409,19.87869901
01/07/2024 15:30,20.17784044,20.15195608,20.08382797,20.01426085,19.95522093,19.91398077,19.89490194
01/07/2024 15:45,20.16523096,20.14562368,20.08639717,20.02689704,19.97408842,19.93295126,19.91005392
01/07/2024 16:00,20.1529629,20.13957166,20.08785439,20.03616484,19.98930334,19.94949179,19.92412061
01/07/2024 16:15,20.14496348,20.13437223,20.08774757,20.04290541,20.00125288,19.96321707,19.93685217
01/07/2024 16:30,20.14475939,20.13292646,20.08843231,20.04810294,20.01094984,19.97495871,19.94821806
01/07/2024 16:45,20.15060732,20.13596105,20.09078407,20.05291899,20.01914762,19.98490744,19.95828504
01/07/2024 17:00,20.16255305,20.14284658,20.09572792,20.05830916,20.02659582,19.9937728,19.96700926
01/07/2024 17:15,20.18089602,20.15462255,20.10323143,20.06480178,20.03376936,20.00164633,19.97497053
01/07/2024 17:30,20.20282099,20.17032194,20.1139698,20.07274588,20.04137205,20.0091403,19.98230619
01/07/2024 17:45,20.22537539,20.18714666,20.12638474,20.08217772,20.04931425,20.01643973,19.98926611
01/07/2024 18:00,20.24952814,20.20497655,20.13978386,20.09241828,20.05775617,20.02383643,19.99569578
01/07/2024 18:15,20.27606699,20.22537755,20.15514755,20.10412749,20.06692289,20.03132277,20.0020339
01/07/2024 18:30,20.31256029,20.25140333,20.17352104,20.11737784,20.07712148,20.0392459,20.00830908
01/07/2024 18:45,20.35210535,20.28206586,20.19586563,20.13310012,20.08881162,20.04823714,20.01503439
01/07/2024 19:00,20.40200159,20.31853055,20.22118378,20.15060195,20.10163282,20.05782729,20.02220411
01/07/2024 19:15,20.4557297,20.35856771,20.24950218,20.16986426,20.11559461,20.06827956,20.03021879
01/07/2024 19:30,20.49645731,20.39689779,20.27987671,20.19191512,20.13156866,20.07997923,20.03889723
01/07/2024 19:45,20.5193722,20.42611837,20.30760574,20.21391638,20.14812254,20.09223586,20.04806967
01/07/2024 20:00,20.52441904,20.4445815,20.33077812,20.23486289,20.16467069,20.10462218,20.0570075
01/07/2024 20:15,20.50085566,20.44624662,20.34567451,20.25283393,20.18002676,20.11657362,20.06583662
01/07/2024 20:30,20.46110079,20.4324603,20.34998131,20.26535567,20.19310926,20.12747794,20.07409162
01/07/2024 20:45,20.41539881,20.40937566,20.34514427,20.27144583,20.20288633,20.13677817,20.08172865
01/07/2024 21:00,20.36508295,20.37939786,20.33285904,20.2718006,20.20895742,20.1442874,20.08848066
01/07/2024 21:15,20.30970881,20.34367704,20.31468773,20.26704367,20.21140836,20.14958029,20.09397573
01/07/2024 21:30,20.25030062,20.30256795,20.29090691,20.25727423,20.21004843,20.15244513,20.09816236
