# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.737249389290809631e-02 7.399996370077133179e-02 4.507342968750000000e+04 4.737249389290809631e-02 7.399996370077133179e-02 4.507342968750000000e+04
1.000000000000000000e+03 9.514466859400272369e-03 2.824217546731233597e-03 9.224184570312500000e+03 9.514466859400272369e-03 2.824217546731233597e-03 9.224184570312500000e+03
2.000000000000000000e+03 1.580734038725495338e-03 6.948483060114085674e-04 3.945981201171875000e+03 1.580734038725495338e-03 6.948483060114085674e-04 3.945981201171875000e+03
3.000000000000000000e+03 3.900720330420881510e-04 1.321876916335895658e-04 1.442800903320312500e+03 3.900720330420881510e-04 1.321876916335895658e-04 1.442800903320312500e+03
4.000000000000000000e+03 2.397552161710336804e-04 4.127585634705610573e-05 5.195663452148437500e+02 2.397552161710336804e-04 4.127585634705610573e-05 5.195663452148437500e+02
5.000000000000000000e+03 1.707951450953260064e-04 3.569428226910531521e-04 2.590798339843750000e+02 1.707951450953260064e-04 3.569428226910531521e-04 2.590798339843750000e+02
6.000000000000000000e+03 2.033862547250464559e-04 5.334746092557907104e-04 1.637260131835937500e+02 2.033862547250464559e-04 5.334746092557907104e-04 1.637260131835937500e+02
7.000000000000000000e+03 6.098106387071311474e-04 5.742080975323915482e-04 1.292761535644531250e+02 6.098106387071311474e-04 5.742080975323915482e-04 1.292761535644531250e+02
8.000000000000000000e+03 1.386002171784639359e-03 5.754808662459254265e-04 1.122395858764648438e+02 1.386002171784639359e-03 5.754808662459254265e-04 1.122395858764648438e+02
9.000000000000000000e+03 1.141588902100920677e-03 7.704210584051907063e-04 1.009202957153320312e+02 1.141588902100920677e-03 7.704210584051907063e-04 1.009202957153320312e+02
1.000000000000000000e+04 1.431785523891448975e-03 1.494173076935112476e-03 9.686061859130859375e+01 1.431785523891448975e-03 1.494173076935112476e-03 9.686061859130859375e+01
1.100000000000000000e+04 8.024316281080245972e-03 1.662749913521111012e-03 9.379399108886718750e+01 8.024316281080245972e-03 1.662749913521111012e-03 9.379399108886718750e+01
1.200000000000000000e+04 7.037504017353057861e-02 4.241768736392259598e-03 8.673971557617187500e+01 7.037504017353057861e-02 4.241768736392259598e-03 8.673971557617187500e+01
1.300000000000000000e+04 7.332729548215866089e-02 5.056833382695913315e-03 7.942218780517578125e+01 7.332729548215866089e-02 5.056833382695913315e-03 7.942218780517578125e+01
1.400000000000000000e+04 5.629346370697021484e-01 1.836244575679302216e-02 1.498317718505859375e+01 5.629346370697021484e-01 1.836244575679302216e-02 1.498317718505859375e+01
1.500000000000000000e+04 7.965757846832275391e-01 7.952699437737464905e-03 7.494351863861083984e+00 7.965757846832275391e-01 7.952699437737464905e-03 7.494351863861083984e+00
1.600000000000000000e+04 5.593478679656982422e-01 1.046394091099500656e-02 5.877101898193359375e+00 5.593478679656982422e-01 1.046394091099500656e-02 5.877101898193359375e+00
1.700000000000000000e+04 4.184421598911285400e-01 1.205080654472112656e-02 4.794761657714843750e+00 4.184421598911285400e-01 1.205080654472112656e-02 4.794761657714843750e+00
1.800000000000000000e+04 4.034162461757659912e-01 1.339414715766906738e-02 3.368983745574951172e+00 4.034162461757659912e-01 1.339414715766906738e-02 3.368983745574951172e+00
1.900000000000000000e+04 3.581025302410125732e-01 2.077298797667026520e-02 2.239794254302978516e+00 3.581025302410125732e-01 2.077298797667026520e-02 2.239794254302978516e+00
2.000000000000000000e+04 2.698124051094055176e-01 1.964887045323848724e-02 1.770058512687683105e+00 2.698124051094055176e-01 1.964887045323848724e-02 1.770058512687683105e+00
2.100000000000000000e+04 2.102309763431549072e-01 1.808578707277774811e-02 1.556987047195434570e+00 2.102309763431549072e-01 1.808578707277774811e-02 1.556987047195434570e+00
2.200000000000000000e+04 1.720571666955947876e-01 1.686991006135940552e-02 1.438771843910217285e+00 1.720571666955947876e-01 1.686991006135940552e-02 1.438771843910217285e+00
2.300000000000000000e+04 1.465631872415542603e-01 1.620982401072978973e-02 1.350845456123352051e+00 1.465631872415542603e-01 1.620982401072978973e-02 1.350845456123352051e+00
2.400000000000000000e+04 1.276877373456954956e-01 1.578736491501331329e-02 1.270561337471008301e+00 1.276877373456954956e-01 1.578736491501331329e-02 1.270561337471008301e+00
2.500000000000000000e+04 1.158448383212089539e-01 1.573280617594718933e-02 1.199265003204345703e+00 1.158448383212089539e-01 1.573280617594718933e-02 1.199265003204345703e+00
2.600000000000000000e+04 1.056260913610458374e-01 1.564458943903446198e-02 1.126918435096740723e+00 1.056260913610458374e-01 1.564458943903446198e-02 1.126918435096740723e+00
2.700000000000000000e+04 1.065976917743682861e-01 1.571771316230297089e-02 1.050227642059326172e+00 1.065976917743682861e-01 1.571771316230297089e-02 1.050227642059326172e+00
2.800000000000000000e+04 1.074301972985267639e-01 1.592455059289932251e-02 9.749616384506225586e-01 1.074301972985267639e-01 1.592455059289932251e-02 9.749616384506225586e-01
2.900000000000000000e+04 1.027733236551284790e-01 1.676179096102714539e-02 9.119492173194885254e-01 1.027733236551284790e-01 1.676179096102714539e-02 9.119492173194885254e-01
3.000000000000000000e+04 9.371649473905563354e-02 1.739169098436832428e-02 8.691418766975402832e-01 9.371649473905563354e-02 1.739169098436832428e-02 8.691418766975402832e-01
3.100000000000000000e+04 9.225086867809295654e-02 1.740407571196556091e-02 8.452511429786682129e-01 9.225086867809295654e-02 1.740407571196556091e-02 8.452511429786682129e-01
3.200000000000000000e+04 8.446504175662994385e-02 1.747095026075839996e-02 8.194805383682250977e-01 8.446504175662994385e-02 1.747095026075839996e-02 8.194805383682250977e-01
3.300000000000000000e+04 7.953011989593505859e-02 1.726431213319301605e-02 8.014705181121826172e-01 7.953011989593505859e-02 1.726431213319301605e-02 8.014705181121826172e-01
3.400000000000000000e+04 7.657437026500701904e-02 1.706584170460700989e-02 7.884259223937988281e-01 7.657437026500701904e-02 1.706584170460700989e-02 7.884259223937988281e-01
3.500000000000000000e+04 7.453997433185577393e-02 1.685822382569313049e-02 7.752528190612792969e-01 7.453997433185577393e-02 1.685822382569313049e-02 7.752528190612792969e-01
3.600000000000000000e+04 7.272075116634368896e-02 1.678486540913581848e-02 7.645345926284790039e-01 7.272075116634368896e-02 1.678486540913581848e-02 7.645345926284790039e-01
3.700000000000000000e+04 6.989012658596038818e-02 1.664420776069164276e-02 7.530357837677001953e-01 6.989012658596038818e-02 1.664420776069164276e-02 7.530357837677001953e-01
