# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.871130615472793579e-01 7.425489276647567749e-02 4.275597265625000000e+04 1.871130615472793579e-01 7.425489276647567749e-02 4.275597265625000000e+04
1.000000000000000000e+03 4.546212963759899139e-03 2.737603615969419479e-03 9.004587890625000000e+03 4.546212963759899139e-03 2.737603615969419479e-03 9.004587890625000000e+03
2.000000000000000000e+03 4.900748608633875847e-04 8.846515265759080648e-05 3.832338623046875000e+03 4.900748608633875847e-04 8.846515265759080648e-05 3.832338623046875000e+03
3.000000000000000000e+03 2.086492750095203519e-04 2.248215241706930101e-05 1.392212280273437500e+03 2.086492750095203519e-04 2.248215241706930101e-05 1.392212280273437500e+03
4.000000000000000000e+03 1.631706545595079660e-04 1.266505842067999765e-05 5.029237365722656250e+02 1.631706545595079660e-04 1.266505842067999765e-05 5.029237365722656250e+02
5.000000000000000000e+03 1.502616214565932751e-04 8.071839693002402782e-05 2.496670532226562500e+02 1.502616214565932751e-04 8.071839693002402782e-05 2.496670532226562500e+02
6.000000000000000000e+03 7.358785951510071754e-04 8.306403178721666336e-04 1.560752563476562500e+02 7.358785951510071754e-04 8.306403178721666336e-04 1.560752563476562500e+02
7.000000000000000000e+03 6.419032579287886620e-04 7.924298988655209541e-04 1.240240936279296875e+02 6.419032579287886620e-04 7.924298988655209541e-04 1.240240936279296875e+02
8.000000000000000000e+03 3.048900747671723366e-03 9.270764421671628952e-04 1.088916397094726562e+02 3.048900747671723366e-03 9.270764421671628952e-04 1.088916397094726562e+02
9.000000000000000000e+03 4.488106817007064819e-03 2.002015244215726852e-03 9.991049957275390625e+01 4.488106817007064819e-03 2.002015244215726852e-03 9.991049957275390625e+01
1.000000000000000000e+04 1.898739114403724670e-02 4.393426235765218735e-03 9.482085418701171875e+01 1.898739114403724670e-02 4.393426235765218735e-03 9.482085418701171875e+01
1.100000000000000000e+04 1.101590394973754883e-01 1.764576323330402374e-02 8.190846252441406250e+01 1.101590394973754883e-01 1.764576323330402374e-02 8.190846252441406250e+01
1.200000000000000000e+04 2.601535618305206299e-01 2.170586399734020233e-02 7.357472991943359375e+01 2.601535618305206299e-01 2.170586399734020233e-02 7.357472991943359375e+01
1.300000000000000000e+04 7.442255020141601562e-01 2.249490842223167419e-02 3.824681091308593750e+01 7.442255020141601562e-01 2.249490842223167419e-02 3.824681091308593750e+01
1.400000000000000000e+04 8.051975369453430176e-01 1.616270281374454498e-02 1.347713947296142578e+01 8.051975369453430176e-01 1.616270281374454498e-02 1.347713947296142578e+01
1.500000000000000000e+04 6.317932009696960449e-01 9.494720026850700378e-03 8.421893119812011719e+00 6.317932009696960449e-01 9.494720026850700378e-03 8.421893119812011719e+00
1.600000000000000000e+04 4.692053496837615967e-01 6.830404978245496750e-03 6.024958133697509766e+00 4.692053496837615967e-01 6.830404978245496750e-03 6.024958133697509766e+00
1.700000000000000000e+04 3.966815769672393799e-01 7.935889996588230133e-03 4.725183010101318359e+00 3.966815769672393799e-01 7.935889996588230133e-03 4.725183010101318359e+00
1.800000000000000000e+04 3.374316394329071045e-01 8.203987963497638702e-03 3.774226903915405273e+00 3.374316394329071045e-01 8.203987963497638702e-03 3.774226903915405273e+00
1.900000000000000000e+04 3.148778676986694336e-01 8.224594406783580780e-03 2.946973800659179688e+00 3.148778676986694336e-01 8.224594406783580780e-03 2.946973800659179688e+00
2.000000000000000000e+04 2.910237610340118408e-01 8.495794609189033508e-03 2.067357778549194336e+00 2.910237610340118408e-01 8.495794609189033508e-03 2.067357778549194336e+00
2.100000000000000000e+04 2.753936946392059326e-01 8.660960942506790161e-03 1.676256060600280762e+00 2.753936946392059326e-01 8.660960942506790161e-03 1.676256060600280762e+00
2.200000000000000000e+04 2.482242882251739502e-01 9.193691425025463104e-03 1.480772137641906738e+00 2.482242882251739502e-01 9.193691425025463104e-03 1.480772137641906738e+00
2.300000000000000000e+04 2.250674068927764893e-01 9.388657286763191223e-03 1.378178834915161133e+00 2.250674068927764893e-01 9.388657286763191223e-03 1.378178834915161133e+00
2.400000000000000000e+04 2.067251652479171753e-01 9.227367118000984192e-03 1.314906239509582520e+00 2.067251652479171753e-01 9.227367118000984192e-03 1.314906239509582520e+00
2.500000000000000000e+04 1.890734136104583740e-01 8.913313969969749451e-03 1.268764734268188477e+00 1.890734136104583740e-01 8.913313969969749451e-03 1.268764734268188477e+00
2.600000000000000000e+04 1.741250455379486084e-01 8.518908172845840454e-03 1.232930898666381836e+00 1.741250455379486084e-01 8.518908172845840454e-03 1.232930898666381836e+00
2.700000000000000000e+04 1.652461141347885132e-01 8.161378093063831329e-03 1.204603314399719238e+00 1.652461141347885132e-01 8.161378093063831329e-03 1.204603314399719238e+00
2.800000000000000000e+04 1.551147699356079102e-01 7.908235304057598114e-03 1.171536564826965332e+00 1.551147699356079102e-01 7.908235304057598114e-03 1.171536564826965332e+00
2.900000000000000000e+04 1.514595746994018555e-01 7.743619382381439209e-03 1.128569602966308594e+00 1.514595746994018555e-01 7.743619382381439209e-03 1.128569602966308594e+00
3.000000000000000000e+04 1.542873829603195190e-01 7.746602408587932587e-03 1.062753081321716309e+00 1.542873829603195190e-01 7.746602408587932587e-03 1.062753081321716309e+00
3.100000000000000000e+04 1.497883796691894531e-01 7.858671247959136963e-03 9.848490357398986816e-01 1.497883796691894531e-01 7.858671247959136963e-03 9.848490357398986816e-01
